@relation test

@attribute place {Namburu,Kakani,Tadepalli,Amaravathi,KLU}
@attribute parameter {temperature,humidity,Rainfall,Pressure}
@attribute value numeric

@data
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
Namburu,Pressure,100776
KLU,Pressure,100776
KLU,Pressure,100776
KLU,Pressure,100777
KLU,Pressure,100777
KLU,Pressure,100777
KLU,Pressure,100777
Amaravathi,Pressure,100778
KLU,Pressure,100778
KLU,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
Namburu,Pressure,100778
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100779
KLU,Pressure,100780
KLU,Pressure,100780
KLU,Pressure,100780
KLU,Pressure,100780
Namburu,Pressure,100780
Namburu,Pressure,100780
KLU,Pressure,100781
KLU,Pressure,100781
KLU,Pressure,100781
KLU,Pressure,100781
KLU,Pressure,100781
Namburu,Pressure,100781
Namburu,Pressure,100781
Tadepalli,Pressure,100782
Tadepalli,Pressure,100782
Namburu,Pressure,100782
Namburu,Pressure,100782
Namburu,Pressure,100782
Tadepalli,Pressure,100783
KLU,Pressure,100783
KLU,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
KLU,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
Namburu,Pressure,100783
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
KLU,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Namburu,Pressure,100784
Amaravathi,Pressure,100785
Kakani,Pressure,100785
KLU,Pressure,100785
KLU,Pressure,100785
KLU,Pressure,100785
KLU,Pressure,100785
KLU,Pressure,100785
KLU,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Namburu,Pressure,100785
Tadepalli,Pressure,100786
KLU,Pressure,100786
Namburu,Pressure,100786
KLU,Pressure,100786
Namburu,Pressure,100786
KLU,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
Namburu,Pressure,100786
KLU,Pressure,100787
KLU,Pressure,100787
KLU,Pressure,100787
KLU,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Namburu,Pressure,100787
Tadepalli,Pressure,100788
KLU,Pressure,100788
KLU,Pressure,100788
KLU,Pressure,100788
KLU,Pressure,100788
KLU,Pressure,100788
KLU,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Namburu,Pressure,100788
Tadepalli,Pressure,100789
Tadepalli,Pressure,100789
KLU,Pressure,100789
Namburu,Pressure,100789
KLU,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100789
Namburu,Pressure,100790
KLU,Pressure,100790
Namburu,Pressure,100790
Namburu,Pressure,100790
Namburu,Pressure,100790
Namburu,Pressure,100790
Namburu,Pressure,100790
Namburu,Pressure,100790
Tadepalli,Pressure,100791
Tadepalli,Pressure,100791
Tadepalli,Pressure,100791
KLU,Pressure,100791
KLU,Pressure,100791
KLU,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Namburu,Pressure,100791
Tadepalli,Pressure,100792
Amaravathi,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Namburu,Pressure,100792
Kakani,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Tadepalli,Pressure,100793
Amaravathi,Pressure,100793
KLU,Pressure,100793
KLU,Pressure,100793
KLU,Pressure,100793
KLU,Pressure,100793
KLU,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Namburu,Pressure,100793
Tadepalli,Pressure,100794
KLU,Pressure,100794
KLU,Pressure,100794
KLU,Pressure,100794
KLU,Pressure,100794
KLU,Pressure,100794
KLU,Pressure,100794
Namburu,Pressure,100794
Namburu,Pressure,100794
Namburu,Pressure,100794
Namburu,Pressure,100794
Tadepalli,Pressure,100795
KLU,Pressure,100795
KLU,Pressure,100795
KLU,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
Namburu,Pressure,100795
KLU,Pressure,100796
KLU,Pressure,100796
KLU,Pressure,100796
KLU,Pressure,100796
KLU,Pressure,100796
KLU,Pressure,100796
KLU,Pressure,100796
Namburu,Pressure,100796
Namburu,Pressure,100796
Namburu,Pressure,100796
Namburu,Pressure,100796
Tadepalli,Pressure,100797
Tadepalli,Pressure,100797
Tadepalli,Pressure,100797
Tadepalli,Pressure,100797
Tadepalli,Pressure,100797
Tadepalli,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
Namburu,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
KLU,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Namburu,Pressure,100797
Tadepalli,Pressure,100798
Tadepalli,Pressure,100798
Tadepalli,Pressure,100798
Tadepalli,Pressure,100798
KLU,Pressure,100798
KLU,Pressure,100798
KLU,Pressure,100798
Namburu,Pressure,100798
Namburu,Pressure,100798
KLU,Pressure,100798
KLU,Pressure,100798
Namburu,Pressure,100798
Namburu,Pressure,100798
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
Tadepalli,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
KLU,Pressure,100799
Namburu,Pressure,100799
Namburu,Pressure,100799
Namburu,Pressure,100799
Namburu,Pressure,100799
Namburu,Pressure,100799
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
Tadepalli,Pressure,100800
KLU,Pressure,100800
KLU,Pressure,100800
KLU,Pressure,100800
KLU,Pressure,100800
KLU,Pressure,100800
Namburu,Pressure,100800
Namburu,Pressure,100800
Namburu,Pressure,100800
Namburu,Pressure,100800
Amaravathi,Pressure,100800
Amaravathi,Pressure,100800
Amaravathi,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
Tadepalli,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
KLU,Pressure,100801
Namburu,Pressure,100801
Namburu,Pressure,100801
Namburu,Pressure,100801
Namburu,Pressure,100801
Namburu,Pressure,100801
Namburu,Pressure,100801
Tadepalli,Pressure,100802
Kakani,Pressure,100802
Kakani,Pressure,100802
Tadepalli,Pressure,100802
Tadepalli,Pressure,100802
Tadepalli,Pressure,100802
Tadepalli,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
Namburu,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
KLU,Pressure,100802
Namburu,Pressure,100802
KLU,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Namburu,Pressure,100802
Amaravathi,Pressure,100802
Amaravathi,Pressure,100802
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
Tadepalli,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
KLU,Pressure,100803
Namburu,Pressure,100803
KLU,Pressure,100803
Namburu,Pressure,100803
Amaravathi,Pressure,100803
Amaravathi,Pressure,100803
Amaravathi,Pressure,100803
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
Tadepalli,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
KLU,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Namburu,Pressure,100804
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
Tadepalli,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
KLU,Pressure,100805
Namburu,Pressure,100805
Namburu,Pressure,100805
Namburu,Pressure,100805
Namburu,Pressure,100805
Namburu,Pressure,100805
Namburu,Pressure,100805
Amaravathi,Pressure,100805
Amaravathi,Pressure,100805
Tadepalli,Pressure,100806
Tadepalli,Pressure,100806
Tadepalli,Pressure,100806
KLU,Pressure,100806
Tadepalli,Pressure,100806
Tadepalli,Pressure,100806
Tadepalli,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
KLU,Pressure,100806
Namburu,Pressure,100806
Namburu,Pressure,100806
Amaravathi,Pressure,100806
Amaravathi,Pressure,100806
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
Tadepalli,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
Namburu,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
KLU,Pressure,100807
Amaravathi,Pressure,100807
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Tadepalli,Pressure,100808
Namburu,Pressure,100808
KLU,Pressure,100808
Namburu,Pressure,100808
KLU,Pressure,100808
KLU,Pressure,100808
Namburu,Pressure,100808
Namburu,Pressure,100808
Namburu,Pressure,100808
Namburu,Pressure,100808
Namburu,Pressure,100808
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
Tadepalli,Pressure,100809
KLU,Pressure,100809
Namburu,Pressure,100809
Namburu,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Amaravathi,Pressure,100809
Tadepalli,Pressure,100810
Tadepalli,Pressure,100810
Tadepalli,Pressure,100810
Namburu,Pressure,100810
KLU,Pressure,100810
KLU,Pressure,100810
Namburu,Pressure,100810
KLU,Pressure,100810
KLU,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Namburu,Pressure,100810
Amaravathi,Pressure,100810
Amaravathi,Pressure,100810
Amaravathi,Pressure,100810
Tadepalli,Pressure,100811
Tadepalli,Pressure,100811
Tadepalli,Pressure,100811
Tadepalli,Pressure,100811
Tadepalli,Pressure,100811
Namburu,Pressure,100811
Namburu,Pressure,100811
Namburu,Pressure,100811
Namburu,Pressure,100811
Namburu,Pressure,100811
Namburu,Pressure,100811
Amaravathi,Pressure,100811
Amaravathi,Pressure,100811
Tadepalli,Pressure,100812
Tadepalli,Pressure,100812
KLU,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Namburu,Pressure,100812
Amaravathi,Pressure,100812
Amaravathi,Pressure,100812
Amaravathi,Pressure,100812
Amaravathi,Pressure,100812
Amaravathi,Pressure,100812
Amaravathi,Pressure,100812
Tadepalli,Pressure,100813
KLU,Pressure,100813
KLU,Pressure,100813
KLU,Pressure,100813
KLU,Pressure,100813
KLU,Pressure,100813
Namburu,Pressure,100813
Namburu,Pressure,100813
Namburu,Pressure,100813
Namburu,Pressure,100813
Amaravathi,Pressure,100813
Amaravathi,Pressure,100813
Amaravathi,Pressure,100813
Amaravathi,Pressure,100813
Amaravathi,Pressure,100813
Amaravathi,Pressure,100814
Amaravathi,Pressure,100814
Tadepalli,Pressure,100814
Tadepalli,Pressure,100814
Tadepalli,Pressure,100814
KLU,Pressure,100814
KLU,Pressure,100814
Namburu,Pressure,100814
Namburu,Pressure,100814
Namburu,Pressure,100814
Namburu,Pressure,100814
KLU,Pressure,100814
KLU,Pressure,100814
Namburu,Pressure,100814
Amaravathi,Pressure,100814
Amaravathi,Pressure,100814
Amaravathi,Pressure,100814
Amaravathi,Pressure,100814
Tadepalli,Pressure,100815
Tadepalli,Pressure,100815
KLU,Pressure,100815
Namburu,Pressure,100815
Namburu,Pressure,100815
Namburu,Pressure,100815
Namburu,Pressure,100815
Namburu,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Amaravathi,Pressure,100815
Tadepalli,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Namburu,Pressure,100816
Amaravathi,Pressure,100816
Amaravathi,Pressure,100816
Amaravathi,Pressure,100816
Amaravathi,Pressure,100816
Amaravathi,Pressure,100816
Amaravathi,Pressure,100816
Tadepalli,Pressure,100817
KLU,Pressure,100817
KLU,Pressure,100817
KLU,Pressure,100817
KLU,Pressure,100817
KLU,Pressure,100817
Namburu,Pressure,100817
Namburu,Pressure,100817
Namburu,Pressure,100817
Namburu,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Amaravathi,Pressure,100817
Tadepalli,Pressure,100818
KLU,Pressure,100818
KLU,Pressure,100818
KLU,Pressure,100818
KLU,Pressure,100818
KLU,Pressure,100818
Namburu,Pressure,100818
Namburu,Pressure,100818
Namburu,Pressure,100818
Namburu,Pressure,100818
Namburu,Pressure,100818
